X,Y,OBJECTID,COUNTY,DESCRIPTION_BSL,DIRECTION_OP,DLAT_GIS,DLONG_GIS,LINE,MUNICIPALITY,STOP_NUM,STOP_TYPE,STREET_DIR,HEADING
-8246328.5613,4996878.7409,3259,Bergen,ESSEX ST AT ROCHELLE AVE,Ou,40.89504,-74.07805,144,ROCHELLE PARK TWP,13451,NS,W,-1
-8246328.5613,4996878.7409,3260,Bergen,ESSEX ST AT ROCHELLE AVE,Ou,40.89504,-74.07805,164,ROCHELLE PARK TWP,13451,NS,W,-1
-8246328.5613,4996878.7409,3261,Bergen,ESSEX ST AT ROCHELLE AVE,Ou,40.89504,-74.07805,712,ROCHELLE PARK TWP,13451,NS,W,-1
-8247089.8003,5000285.207,3262,Bergen,PASSAIC ST 175'E OF PLAZA WAY,In,40.91821,-74.08487,163,ROCHELLE PARK TWP,13452,MB,E,160
-8247089.8003,5000285.207,3263,Bergen,PASSAIC ST 175'E OF PLAZA WAY,In,40.91821,-74.08487,175,ROCHELLE PARK TWP,13452,MB,E,160
-8247089.8003,5000285.207,3264,Bergen,PASSAIC ST 175'E OF PLAZA WAY,In,40.91821,-74.08487,709,ROCHELLE PARK TWP,13452,MB,E,160
-8247089.8003,5000285.207,3265,Bergen,PASSAIC ST 175'E OF PLAZA WAY,In,40.91821,-74.08487,770,ROCHELLE PARK TWP,13452,MB,E,160
-8246795.4386,4999789.9417,3266,Bergen,PASSAIC ST 141'E OF HARVEY AVE,In,40.91489,-74.08218,163,ROCHELLE PARK TWP,13453,MB,E,128
-8246795.4386,4999789.9417,3267,Bergen,PASSAIC ST 141'E OF HARVEY AVE,In,40.91489,-74.08218,175,ROCHELLE PARK TWP,13453,MB,E,128
-8246795.4386,4999789.9417,3268,Bergen,PASSAIC ST 141'E OF HARVEY AVE,In,40.91489,-74.08218,709,ROCHELLE PARK TWP,13453,MB,E,128
-8246795.4386,4999789.9417,3269,Bergen,PASSAIC ST 141'E OF HARVEY AVE,In,40.91489,-74.08218,770,ROCHELLE PARK TWP,13453,MB,E,128
-8246464.3272,4999527.9301,3270,Bergen,PASSAIC ST 340'E OF ROOSEVELT AVE,In,40.91309,-74.07923,163,ROCHELLE PARK TWP,13454,MB,E,126
-8246464.3272,4999527.9301,3271,Bergen,PASSAIC ST 340'E OF ROOSEVELT AVE,In,40.91309,-74.07923,175,ROCHELLE PARK TWP,13454,MB,E,126
-8246464.3272,4999527.9301,3272,Bergen,PASSAIC ST 340'E OF ROOSEVELT AVE,In,40.91309,-74.07923,709,ROCHELLE PARK TWP,13454,MB,E,126
-8246464.3272,4999527.9301,3273,Bergen,PASSAIC ST 340'E OF ROOSEVELT AVE,In,40.91309,-74.07923,770,ROCHELLE PARK TWP,13454,MB,E,126
-8246310.336,4999403.3841,3274,Bergen,PASSAIC ST AT BERDAN ST,In,40.91225,-74.07784,163,ROCHELLE PARK TWP,13455,NS,E,127
-8246310.336,4999403.3841,3275,Bergen,PASSAIC ST AT BERDAN ST,In,40.91225,-74.07784,175,ROCHELLE PARK TWP,13455,NS,E,127
-8246310.336,4999403.3841,3276,Bergen,PASSAIC ST AT BERDAN ST,In,40.91225,-74.07784,709,ROCHELLE PARK TWP,13455,NS,E,127
-8246310.336,4999403.3841,3277,Bergen,PASSAIC ST AT BERDAN ST,In,40.91225,-74.07784,770,ROCHELLE PARK TWP,13455,NS,E,127
-8245729.8833,4998937.0742,3278,Bergen,PASSAIC ST AT ROCHELLE AVE,In,40.90908,-74.07263,163,ROCHELLE PARK TWP,13456,NS,E,128
-8245729.8833,4998937.0742,3279,Bergen,PASSAIC ST AT ROCHELLE AVE,In,40.90908,-74.07263,175,ROCHELLE PARK TWP,13456,NS,E,128
-8245729.8833,4998937.0742,3280,Bergen,PASSAIC ST AT ROCHELLE AVE,In,40.90908,-74.07263,770,ROCHELLE PARK TWP,13456,NS,E,128
-8245419.493,4998717.6472,3281,Bergen,PASSAIC ST AT WARD ST,Ou,40.90754,-74.06989,162,ROCHELLE PARK TWP,13457,NS,W,304
-8245419.493,4998717.6472,3282,Bergen,PASSAIC ST AT WARD ST,Ou,40.90754,-74.06989,163,ROCHELLE PARK TWP,13457,NS,W,304
-8245419.493,4998717.6472,3283,Bergen,PASSAIC ST AT WARD ST,Ou,40.90754,-74.06989,175,ROCHELLE PARK TWP,13457,NS,W,304
-8245419.493,4998717.6472,3284,Bergen,PASSAIC ST AT WARD ST,Ou,40.90754,-74.06989,770,ROCHELLE PARK TWP,13457,NS,W,304
-8245690.6738,4998937.0903,3285,Bergen,PASSAIC ST AT ROCHELLE AVE,Ou,40.90902,-74.07234,162,ROCHELLE PARK TWP,13458,NS,W,308
-8245690.6738,4998937.0903,3286,Bergen,PASSAIC ST AT ROCHELLE AVE,Ou,40.90902,-74.07234,163,ROCHELLE PARK TWP,13458,NS,W,308
-8245690.6738,4998937.0903,3287,Bergen,PASSAIC ST AT ROCHELLE AVE,Ou,40.90902,-74.07234,175,ROCHELLE PARK TWP,13458,NS,W,308
-8245690.6738,4998937.0903,3288,Bergen,PASSAIC ST AT ROCHELLE AVE,Ou,40.90902,-74.07234,770,ROCHELLE PARK TWP,13458,NS,W,308
-8246329.1927,4999449.0408,3289,Bergen,PASSAIC ST AT BERDAN ST,Ou,40.91253,-74.07804,162,ROCHELLE PARK TWP,13459,FS,W,308
-8246329.1927,4999449.0408,3290,Bergen,PASSAIC ST AT BERDAN ST,Ou,40.91253,-74.07804,163,ROCHELLE PARK TWP,13459,FS,W,308
-8246329.1927,4999449.0408,3291,Bergen,PASSAIC ST AT BERDAN ST,Ou,40.91253,-74.07804,175,ROCHELLE PARK TWP,13459,FS,W,308
-8246329.1927,4999449.0408,3292,Bergen,PASSAIC ST AT BERDAN ST,Ou,40.91253,-74.07804,709,ROCHELLE PARK TWP,13459,FS,W,308
-8246329.1927,4999449.0408,3293,Bergen,PASSAIC ST AT BERDAN ST,Ou,40.91253,-74.07804,770,ROCHELLE PARK TWP,13459,FS,W,308
-8246544.5588,4999621.945,3294,Bergen,PASSAIC ST AT ROOSEVELT AVE,Ou,40.91368,-74.08,162,ROCHELLE PARK TWP,13460,NS,W,309
-8246544.5588,4999621.945,3295,Bergen,PASSAIC ST AT ROOSEVELT AVE,Ou,40.91368,-74.08,163,ROCHELLE PARK TWP,13460,NS,W,309
-8246544.5588,4999621.945,3296,Bergen,PASSAIC ST AT ROOSEVELT AVE,Ou,40.91368,-74.08,175,ROCHELLE PARK TWP,13460,NS,W,309
-8246544.5588,4999621.945,3297,Bergen,PASSAIC ST AT ROOSEVELT AVE,Ou,40.91368,-74.08,709,ROCHELLE PARK TWP,13460,NS,W,309
-8246544.5588,4999621.945,3298,Bergen,PASSAIC ST AT ROOSEVELT AVE,Ou,40.91368,-74.08,770,ROCHELLE PARK TWP,13460,NS,W,309
-8246821.5574,4999841.9156,3299,Bergen,PASSAIC ST AT HARVEY AVE,Ou,40.91519,-74.08247,162,ROCHELLE PARK TWP,13461,NS,W,307
-8246821.5574,4999841.9156,3300,Bergen,PASSAIC ST AT HARVEY AVE,Ou,40.91519,-74.08247,163,ROCHELLE PARK TWP,13461,NS,W,307
-8246821.5574,4999841.9156,3301,Bergen,PASSAIC ST AT HARVEY AVE,Ou,40.91519,-74.08247,175,ROCHELLE PARK TWP,13461,NS,W,307
-8246821.5574,4999841.9156,3302,Bergen,PASSAIC ST AT HARVEY AVE,Ou,40.91519,-74.08247,709,ROCHELLE PARK TWP,13461,NS,W,307
-8246821.5574,4999841.9156,3303,Bergen,PASSAIC ST AT HARVEY AVE,Ou,40.91519,-74.08247,770,ROCHELLE PARK TWP,13461,NS,W,307
-8247085.1727,5000346.7961,3304,Bergen,PASSAIC ST 920'W OF BENNETT AVE,Ou,40.91863,-74.08482,162,ROCHELLE PARK TWP,13462,MB,W,344
-8247085.1727,5000346.7961,3305,Bergen,PASSAIC ST 920'W OF BENNETT AVE,Ou,40.91863,-74.08482,163,ROCHELLE PARK TWP,13462,MB,W,344
-8247085.1727,5000346.7961,3306,Bergen,PASSAIC ST 920'W OF BENNETT AVE,Ou,40.91863,-74.08482,175,ROCHELLE PARK TWP,13462,MB,W,344
-8247085.1727,5000346.7961,3307,Bergen,PASSAIC ST 920'W OF BENNETT AVE,Ou,40.91863,-74.08482,709,ROCHELLE PARK TWP,13462,MB,W,344
-8247085.1727,5000346.7961,3308,Bergen,PASSAIC ST 920'W OF BENNETT AVE,Ou,40.91863,-74.08482,770,ROCHELLE PARK TWP,13462,MB,W,344
-8246374.3843,4996928.354,3309,Bergen,ROCHELLE AVE AT ESSEX ST,Ou,40.89542,-74.07851,709,ROCHELLE PARK TWP,13463,FS,N,0
-8246367.6205,4997668.7453,3310,Bergen,ROCHELLE AVE AT RAILROAD AVE,Ou,40.90045,-74.07844,709,ROCHELLE PARK TWP,13464,FS,N,3
-8246347.1484,4997929.5351,3311,Bergen,ROCHELLE AVE 162'S OF CENTRAL AVE,Ou,40.90222,-74.07824,709,ROCHELLE PARK TWP,13465,MB,N,3
-8246172.2075,4998486.1397,3312,Bergen,ROCHELLE AVE AT CHESTNUT ST,Ou,40.90602,-74.07666,709,ROCHELLE PARK TWP,13466,NS,N,41
-8246032.9961,4998713.6077,3313,Bergen,ROCHELLE AVE AT OLDIS ST,In,40.90751,-74.07532,709,ROCHELLE PARK TWP,13468,NS,S,217
-8246170.7322,4998526.9436,3314,Bergen,ROCHELLE AVE AT CHESTNUT ST,In,40.90625,-74.07657,709,ROCHELLE PARK TWP,13469,NS,S,217
-8246356.5345,4998104.2358,3315,Bergen,ROCHELLE AVE 64'N OF CENTRAL AVE,In,40.9034,-74.0782,709,ROCHELLE PARK TWP,13470,MB,S,184
-8246394.7987,4997628.3482,3316,Bergen,ROCHELLE AVE AT RAILROAD AVE,In,40.90017,-74.07857,709,ROCHELLE PARK TWP,13471,NS,S,184
-8246398.5451,4996944.5534,3317,Bergen,ROCHELLE AVE AT ESSEX ST,In,40.89553,-74.07865,709,ROCHELLE PARK TWP,13472,NS,S,180
-8248877.5419,4987064.3396,3318,Bergen,RUTHERFORD RAIL STATION,Ou,40.8284,-74.10096,76,RUTHERFORD,13475,FS,W,347
-8248877.5419,4987064.3396,3319,Bergen,RUTHERFORD RAIL STATION,Ou,40.8284,-74.10096,190,RUTHERFORD,13475,FS,W,347
-8249609.7966,4985280.4282,3320,Bergen,ORIENT WAY AT CRANE AVE,Ou,40.81629,-74.10754,190,RUTHERFORD,13477,NS,N,24
-8249438.3689,4985674.1529,3321,Bergen,ORIENT WAY AT PIERREPONT AVE,Ou,40.81897,-74.10601,190,RUTHERFORD,13478,NS,N,24
-8249213.3704,4986191.4333,3322,Bergen,ORIENT WAY AT HIGHLAND CROSS,Ou,40.82248,-74.10397,190,RUTHERFORD,13479,NS,N,23
-8249055.0165,4986553.2479,3323,Bergen,ORIENT WAY AT PASSAIC AVE,Ou,40.82494,-74.10255,190,RUTHERFORD,13480,NS,N,22
-8249080.9722,4986554.2831,3324,Bergen,ORIENT WAY AT PASSAIC AVE,In,40.82494,-74.10276,190,RUTHERFORD,13481,NS,S,206
-8249216.4505,4986245.2382,3325,Bergen,ORIENT WAY AT HIGHLAND CROSS,In,40.82284,-74.10398,190,RUTHERFORD,13482,NS,S,203
-8249442.8205,4985724.1805,3326,Bergen,ORIENT WAY AT PIERREPONT AVE,In,40.8193,-74.10602,190,RUTHERFORD,13483,NS,S,203
-8249590.9034,4985383.4151,3327,Bergen,ORIENT WAY AT WOODLAND AVE,In,40.81698,-74.10734,190,RUTHERFORD,13484,NS,S,204
-8249735.7855,4985054.4995,3328,Bergen,ORIENT WAY AT BARROWS AVE,In,40.81474,-74.10863,190,RUTHERFORD,13485,NS,S,203
-8250099.4086,4985482.8385,3329,Bergen,RIDGE RD AT VAN RIPER AVE,Ou,40.81767,-74.11194,76,RUTHERFORD,13486,FS,N,29
-8250008.5686,4985644.2622,3330,Bergen,RIDGE RD AT WOODLAND AVE,Ou,40.81877,-74.11113,76,RUTHERFORD,13487,NS,N,29
-8249658.8524,4986269.1065,3331,Bergen,RIDGE RD AT SUMMIT CROSS,Ou,40.82301,-74.10797,76,RUTHERFORD,13488,NS,N,30
-8249439.1521,4986656.6538,3332,Bergen,RIDGE RD AT PASSAIC AVE,Ou,40.82565,-74.10601,76,RUTHERFORD,13489,NS,N,29
-8249466.078,4986658.0099,3333,Bergen,RIDGE RD AT PASSAIC AVE,In,40.82562,-74.10616,76,RUTHERFORD,13490,FS,S,209
-8249658.269,4986318.691,3334,Bergen,RIDGE RD AT SUMMIT CROSS,In,40.82331,-74.10788,76,RUTHERFORD,13491,NS,S,210
-8250006.5344,4985697.3155,3335,Bergen,RIDGE RD AT WOODLAND AVE,In,40.8191,-74.11104,76,RUTHERFORD,13492,NS,S,209
-8250196.5337,4985356.3247,3336,Bergen,RIDGE RD AT MARGINAL RD,In,40.81677,-74.11272,76,RUTHERFORD,13493,NS,S,209
-8249692.5331,4985013.177,3337,Bergen,RT-3 SERVICE RD AT ORIENT WAY,Ou,40.81446,-74.10825,190,RUTHERFORD,13494,NS,W,298
-8249106.2371,4984389.5108,3338,Bergen,RUTHERFORD AVE AT POLITO AVE,Ou,40.8102,-74.10301,109,RUTHERFORD,13495,NS,W,315
-8249106.2371,4984389.5108,3339,Bergen,RUTHERFORD AVE AT POLITO AVE,Ou,40.8102,-74.10301,191,RUTHERFORD,13495,NS,W,315
-8249106.2371,4984389.5108,3340,Bergen,RUTHERFORD AVE AT POLITO AVE,Ou,40.8102,-74.10301,192,RUTHERFORD,13495,NS,W,315
-8249106.2371,4984389.5108,3341,Bergen,RUTHERFORD AVE AT POLITO AVE,Ou,40.8102,-74.10301,195,RUTHERFORD,13495,NS,W,315
-8249106.2371,4984389.5108,3342,Bergen,RUTHERFORD AVE AT POLITO AVE,Ou,40.8102,-74.10301,199,RUTHERFORD,13495,NS,W,315
-8248892.2978,4987011.5575,3343,Bergen,RUTHERFORD RAIL STATION,In,40.8281,-74.10102,76,RUTHERFORD,13496,NS,E,120
-8248892.2978,4987011.5575,3344,Bergen,RUTHERFORD RAIL STATION,In,40.8281,-74.10102,190,RUTHERFORD,13496,NS,E,120
-8251041.1428,4988769.6105,3345,Bergen,UNION AVE AT DARWIN AVE,In,40.84003,-74.12033,190,RUTHERFORD,13497,FS,E,126
-8250629.9559,4988461.3155,3346,Bergen,UNION AVE AT JACKSON AVE,In,40.83792,-74.11665,190,RUTHERFORD,13498,NS,E,127
-8250375.2306,4988268.1977,3347,Bergen,UNION AVE AT SPRINGFIELD AVE,In,40.83663,-74.11434,190,RUTHERFORD,13499,NS,E,127
-8250138.8149,4988093.7198,3348,Bergen,UNION AVE AT CARMITA AVE,In,40.83543,-74.11223,190,RUTHERFORD,13500,NS,E,127
-8249839.6774,4987866.7934,3349,Bergen,UNION AVE AT MONTROSS AVE,In,40.8339,-74.10953,190,RUTHERFORD,13501,FS,E,127
-8249598.8358,4987687.7928,3350,Bergen,UNION AVE AT WOOD STREET,In,40.83268,-74.10737,190,RUTHERFORD,13502,FS,E,127
-8249425.0402,4987557.0214,3351,Bergen,UNION AVE AT MORTIMER AVE,In,40.83179,-74.10581,190,RUTHERFORD,13503,FS,E,127
-8249160.7653,4987355.9076,3352,Bergen,UNION AVE AT CHESTNUT ST,In,40.83043,-74.10343,190,RUTHERFORD,13504,NS,E,126
-8247954.84,5003491.1129,3353,Bergen,PARAMUS RD 422'S OF WHITE PINE CT. #,In,40.93997,-74.0926,175,PARAMUS,13079,MB,S,178
-8247954.84,5003491.1129,3354,Bergen,PARAMUS RD 422'S OF WHITE PINE CT. #,In,40.93997,-74.0926,751,PARAMUS,13079,MB,S,178
-8247954.84,5003491.1129,3355,Bergen,PARAMUS RD 422'S OF WHITE PINE CT. #,In,40.93997,-74.0926,755,PARAMUS,13079,MB,S,178
-8244213.2455,5007822.1118,3356,Bergen,SOLDIER HILL RD AT GETTYSBURG PL#,Ou,40.96935,-74.05903,165,PARAMUS,13080,FS,E,135
-8247874.6024,5007706.3241,3357,Bergen,PARAMUS RD AT CLAUSS AVE#,In,40.96856,-74.09186,163,PARAMUS,13081,FS,S,188
-8247954.6144,5007179.1616,3358,Bergen,PARAMUS RD 403' S OF BONA LN#,In,40.96499,-74.09263,163,PARAMUS,13082,MB,S,187
-8248048.5777,5006170.5342,3359,Bergen,PARAMUS RD AT JONQUIL COURT#,In,40.95814,-74.09342,163,PARAMUS,13083,FS,S,190
-8248048.5777,5006170.5342,3360,Bergen,PARAMUS RD AT JONQUIL COURT#,In,40.95814,-74.09342,772,PARAMUS,13083,FS,S,190
-8248064.1665,5004662.5838,3361,Bergen,PARAMUS RD AT DUNKERHOOK RD#,In,40.94792,-74.0936,163,PARAMUS,13084,NS,S,172
-8248064.1665,5004662.5838,3362,Bergen,PARAMUS RD AT DUNKERHOOK RD#,In,40.94792,-74.0936,751,PARAMUS,13084,NS,S,172
-8248064.1665,5004662.5838,3363,Bergen,PARAMUS RD AT DUNKERHOOK RD#,In,40.94792,-74.0936,755,PARAMUS,13084,NS,S,172
-8248064.1665,5004662.5838,3364,Bergen,PARAMUS RD AT DUNKERHOOK RD#,In,40.94792,-74.0936,756,PARAMUS,13084,NS,S,172
-8247941.9839,5003777.0439,3365,Bergen,PARAMUS RD 250' N OF CENTURY RD.#,Ou,40.94191,-74.09251,163,PARAMUS,13091,MB,N,355
-8247941.9839,5003777.0439,3366,Bergen,PARAMUS RD 250' N OF CENTURY RD.#,Ou,40.94191,-74.09251,175,PARAMUS,13091,MB,N,355
-8247941.9839,5003777.0439,3367,Bergen,PARAMUS RD 250' N OF CENTURY RD.#,Ou,40.94191,-74.09251,751,PARAMUS,13091,MB,N,355
-8247941.9839,5003777.0439,3368,Bergen,PARAMUS RD 250' N OF CENTURY RD.#,Ou,40.94191,-74.09251,755,PARAMUS,13091,MB,N,355
-8247941.9839,5003777.0439,3369,Bergen,PARAMUS RD 250' N OF CENTURY RD.#,Ou,40.94191,-74.09251,756,PARAMUS,13091,MB,N,355
-8248044.4699,5004696.897,3370,Bergen,PARAMUS RD AT DUNKERHOOK RD#,Ou,40.94815,-74.09345,163,PARAMUS,13092,FS,N,352
-8248044.4699,5004696.897,3371,Bergen,PARAMUS RD AT DUNKERHOOK RD#,Ou,40.94815,-74.09345,175,PARAMUS,13092,FS,N,352
-8248044.4699,5004696.897,3372,Bergen,PARAMUS RD AT DUNKERHOOK RD#,Ou,40.94815,-74.09345,751,PARAMUS,13092,FS,N,352
-8248044.4699,5004696.897,3373,Bergen,PARAMUS RD AT DUNKERHOOK RD#,Ou,40.94815,-74.09345,755,PARAMUS,13092,FS,N,352
-8248044.4699,5004696.897,3374,Bergen,PARAMUS RD AT DUNKERHOOK RD#,Ou,40.94815,-74.09345,756,PARAMUS,13092,FS,N,352
-8248088.5571,5005792.1919,3375,Bergen,PARAMUS RD AT PARAMUS CATHOLIC ENTRANCE#,Ou,40.95558,-74.09383,163,PARAMUS,13093,NS,N,13
-8248088.5571,5005792.1919,3376,Bergen,PARAMUS RD AT PARAMUS CATHOLIC ENTRANCE#,Ou,40.95558,-74.09383,772,PARAMUS,13093,NS,N,13
-8248045.5113,5006051.0492,3377,Bergen,PARAMUS RD AT MORNINGSIDE RD#,Ou,40.95734,-74.09347,163,PARAMUS,13094,FS,N,9
-8248045.5113,5006051.0492,3378,Bergen,PARAMUS RD AT MORNINGSIDE RD#,Ou,40.95734,-74.09347,772,PARAMUS,13094,FS,N,9
-8247963.9163,5006785.4005,3379,Bergen,PARAMUS RD AT MIDLAND AVE#,Ou,40.96232,-74.09273,163,PARAMUS,13095,FS,N,3
-8247909.9811,5007335.9595,3380,Bergen,PARAMUS RD 403' S OF BONA LN#,Ou,40.96606,-74.09228,163,PARAMUS,13096,MB,N,10
-8247846.8432,5007727.2878,3381,Bergen,PARAMUS RD AT VICTORIA AVE#,Ou,40.96871,-74.09168,163,PARAMUS,13097,NS,N,9
-8247967.196,5003787.9749,3382,Bergen,PARAMUS RD 200' N OF CENTURY RD.#,In,40.94198,-74.0928,163,PARAMUS,13098,MB,S,175
-8247967.196,5003787.9749,3383,Bergen,PARAMUS RD 200' N OF CENTURY RD.#,In,40.94198,-74.0928,175,PARAMUS,13098,MB,S,175
-8247967.196,5003787.9749,3384,Bergen,PARAMUS RD 200' N OF CENTURY RD.#,In,40.94198,-74.0928,751,PARAMUS,13098,MB,S,175
-8247967.196,5003787.9749,3385,Bergen,PARAMUS RD 200' N OF CENTURY RD.#,In,40.94198,-74.0928,755,PARAMUS,13098,MB,S,175
-8247967.196,5003787.9749,3386,Bergen,PARAMUS RD 200' N OF CENTURY RD.#,In,40.94198,-74.0928,756,PARAMUS,13098,MB,S,175
-8245784.6613,4999250.4621,3387,Bergen,PLAZA WAY AT FARVIEW AVE#,In,40.91118,-74.07315,758,PARAMUS,13099,FS,W,306
-8244834.105,5004801.7807,3388,Bergen,MIDLAND AVE AT ACORN DR#,In,40.94887,-74.06461,752,PARAMUS,13103,NS,E,63
-8244834.105,5004801.7807,3389,Bergen,MIDLAND AVE AT ACORN DR#,In,40.94887,-74.06461,772,PARAMUS,13103,NS,E,63
-8244575.0893,5004788.7962,3390,Bergen,MIDLAND AVE AT CHELSEA ST#,In,40.94877,-74.06228,752,PARAMUS,13104,NS,E,109
-8244575.0893,5004788.7962,3391,Bergen,MIDLAND AVE AT CHELSEA ST#,In,40.94877,-74.06228,772,PARAMUS,13104,NS,E,109
-8244130.5865,5004622.1782,3392,Bergen,MIDLAND AVE AT FARVIEW AVE#,In,40.94765,-74.05828,752,PARAMUS,13105,NS,E,121
-8244027.6078,5005104.5027,3393,Bergen,FARVIEW AVE AT SWEET BRIAR PL#,In,40.95092,-74.05734,752,PARAMUS,13106,NS,N,345
-8244027.6078,5005104.5027,3394,Bergen,FARVIEW AVE AT SWEET BRIAR PL#,In,40.95092,-74.05734,772,PARAMUS,13106,NS,N,345
-8244107.1955,5005415.0259,3395,Bergen,FARVIEW AVE AT MCKINLEY BLVD#,In,40.95302,-74.05809,752,PARAMUS,13107,NS,N,345
-8244107.1955,5005415.0259,3396,Bergen,FARVIEW AVE AT MCKINLEY BLVD#,In,40.95302,-74.05809,772,PARAMUS,13107,NS,N,345
-8243610.0989,5005787.7005,3397,Bergen,E RIDGEWOOD AVE AT WAGNER CT#,In,40.95555,-74.05361,752,PARAMUS,13108,NS,E,106
-8243356.1911,5003108.1377,3398,Bergen,FOREST AVE AT ADDISON PL#,In,40.93737,-74.05138,752,PARAMUS,13109,NS,S,180
-8243357.0017,5002162.2694,3399,Bergen,FOREST AVE AT VAN SAUN PARK#,In,40.93095,-74.0514,752,PARAMUS,13110,NS,S,179
-8243572.5576,5005800.1222,3400,Bergen,E RIDGEWOOD AVE AT WAGNER CT#,Ou,40.9556,-74.05329,168,PARAMUS,13112,NS,W,290
-8243572.5576,5005800.1222,3401,Bergen,E RIDGEWOOD AVE AT WAGNER CT#,Ou,40.9556,-74.05329,752,PARAMUS,13112,NS,W,290
-8243572.5576,5005800.1222,3402,Bergen,E RIDGEWOOD AVE AT WAGNER CT#,Ou,40.9556,-74.05329,762,PARAMUS,13112,NS,W,290
-8247760.2599,5001960.3477,3403,Bergen,PARAMUS RD 100' S OF FARMINGTON LANE#,In,40.92958,-74.09091,163,PARAMUS,13114,MB,S,178
-8247760.2599,5001960.3477,3404,Bergen,PARAMUS RD 100' S OF FARMINGTON LANE#,In,40.92958,-74.09091,175,PARAMUS,13114,MB,S,178
-8247760.2599,5001960.3477,3405,Bergen,PARAMUS RD 100' S OF FARMINGTON LANE#,In,40.92958,-74.09091,751,PARAMUS,13114,MB,S,178
-8247760.2599,5001960.3477,3406,Bergen,PARAMUS RD 100' S OF FARMINGTON LANE#,In,40.92958,-74.09091,755,PARAMUS,13114,MB,S,178
-8244309.9038,5006598.2223,3407,Bergen,PASCACK RD 200' S OF ORADELL AVE.#,Ou,40.96105,-74.0599,168,PARAMUS,13115,MB,N,2
-8244309.9038,5006598.2223,3408,Bergen,PASCACK RD 200' S OF ORADELL AVE.#,Ou,40.96105,-74.0599,758,PARAMUS,13115,MB,N,2
-8244309.9038,5006598.2223,3409,Bergen,PASCACK RD 200' S OF ORADELL AVE.#,Ou,40.96105,-74.0599,762,PARAMUS,13115,MB,N,2
-8244309.9038,5006598.2223,3410,Bergen,PASCACK RD 200' S OF ORADELL AVE.#,Ou,40.96105,-74.0599,772,PARAMUS,13115,MB,N,2
-8244149.4059,5005520.7366,3411,Bergen,FARVIEW AVE AT JEROME AVE#,Ou,40.95374,-74.05846,752,PARAMUS,13116,NS,S,178
-8244149.4059,5005520.7366,3412,Bergen,FARVIEW AVE AT JEROME AVE#,Ou,40.95374,-74.05846,758,PARAMUS,13116,NS,S,178
-8244149.4059,5005520.7366,3413,Bergen,FARVIEW AVE AT JEROME AVE#,Ou,40.95374,-74.05846,772,PARAMUS,13116,NS,S,178
-8244046.2826,5005079.8248,3414,Bergen,FARVIEW AVE AT SWEET BRIAR PL#,Ou,40.95076,-74.05747,752,PARAMUS,13117,FS,S,165
-8244046.2826,5005079.8248,3415,Bergen,FARVIEW AVE AT SWEET BRIAR PL#,Ou,40.95076,-74.05747,758,PARAMUS,13117,FS,S,165
-8244046.2826,5005079.8248,3416,Bergen,FARVIEW AVE AT SWEET BRIAR PL#,Ou,40.95076,-74.05747,772,PARAMUS,13117,FS,S,165
-8244147.6743,5004657.318,3417,Bergen,MIDLAND AVE AT FARVIEW AVE#,Ou,40.9479,-74.05843,752,PARAMUS,13118,FS,W,290
-8244147.6743,5004657.318,3418,Bergen,MIDLAND AVE AT FARVIEW AVE#,Ou,40.9479,-74.05843,772,PARAMUS,13118,FS,W,290
-8244580.9991,5004816.4562,3419,Bergen,MIDLAND AVE AT YUHAS DR#,Ou,40.94892,-74.06235,752,PARAMUS,13119,FS,W,288
-8244580.9991,5004816.4562,3420,Bergen,MIDLAND AVE AT YUHAS DR#,Ou,40.94892,-74.06235,772,PARAMUS,13119,FS,W,288
-8245042.1879,5004731.9193,3421,Bergen,MIDLAND AVE AT GARDEN STATE PARKWAY OVERPASS#,Ou,40.9484,-74.06648,752,PARAMUS,13120,NS,W,249
-8245042.1879,5004731.9193,3422,Bergen,MIDLAND AVE AT GARDEN STATE PARKWAY OVERPASS#,Ou,40.9484,-74.06648,772,PARAMUS,13120,NS,W,249
-8245747.2823,5008194.8137,3423,Bergen,HIGHLAND AVE AT MARYLAND RD#,Ou,40.97188,-74.07281,752,PARAMUS,13121,NS,N,11
-8247560.5692,5003410.4662,3424,Bergen,CENTURY RD AT TWIN BERRY CT#,In,40.93941,-74.08911,145,PARAMUS,13122,NS,E,130
-8247560.5692,5003410.4662,3425,Bergen,CENTURY RD AT TWIN BERRY CT#,In,40.93941,-74.08911,756,PARAMUS,13122,NS,E,130
-8247334.6507,5003236.6723,3426,Bergen,CENTURY RD AT THISTLE DRIVE#,In,40.93823,-74.08708,145,PARAMUS,13123,NS,E,127
-8247334.6507,5003236.6723,3427,Bergen,CENTURY RD AT THISTLE DRIVE#,In,40.93823,-74.08708,756,PARAMUS,13123,NS,E,127
-8247037.061,5003010.2294,3428,Bergen,CENTURY RD AT SCARLETT OAK LN#,In,40.9367,-74.0844,145,PARAMUS,13124,NS,E,127
-8247037.061,5003010.2294,3429,Bergen,CENTURY RD AT SCARLETT OAK LN#,In,40.9367,-74.0844,756,PARAMUS,13124,NS,E,127
-8246994.3745,5003007.7815,3430,Bergen,CENTURY RD AT SCARLETT OAK LN#,Ou,40.93667,-74.08403,145,PARAMUS,13125,NS,W,307
-8246994.3745,5003007.7815,3431,Bergen,CENTURY RD AT SCARLETT OAK LN#,Ou,40.93667,-74.08403,756,PARAMUS,13125,NS,W,307
